,sample_id,construction_site,image_blob_id,date_time,annotation_people_blob_id,annotation_poly_blob_id,annotation_blob_id,poly_objects,dis_people,dis_rebar,dis_formwork,dis_pump,timestep,Site1formwork,Site1rebars,Site1pump,Site1people,Site2formwork,Site2rebars,Site2pump,Site2people,if_Site1_concret,if_Site2_concret
1502,2020-08-07-12-24-55,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-24-55.jpg,2020-08-07 12:24:55,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-24-55.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-24-55.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 5]","[1, 1, 0]",2020-08-07 12:24:55,1,0,1,0,5,0,0,0,0,0
1503,2020-08-07-12-25-42,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-25-42.jpg,2020-08-07 12:25:42,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-25-42.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-25-42.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:25:42,1,0,1,0,4,0,0,0,0,0
1504,2020-08-07-12-26-28,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-26-28.jpg,2020-08-07 12:26:28,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-26-28.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-26-28.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:26:28,1,0,1,0,4,0,0,0,0,0
1505,2020-08-07-12-27-15,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-27-15.jpg,2020-08-07 12:27:15,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-27-15.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-27-15.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Vertical_formwork']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:27:15,1,0,1,0,4,0,0,0,0,0
1506,2020-08-07-12-28-01,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-28-01.jpg,2020-08-07 12:28:01,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-28-01.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-28-01.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Vertical_formwork']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:28:01,1,0,1,0,4,0,0,0,0,0
1507,2020-08-07-12-28-48,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-28-48.jpg,2020-08-07 12:28:48,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-28-48.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-28-48.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Vertical_formwork']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:28:48,1,0,1,0,4,0,0,0,0,0
1508,2020-08-07-12-29-34,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-29-34.jpg,2020-08-07 12:29:34,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-29-34.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-29-34.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Vertical_formwork']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:29:34,1,0,1,0,4,0,0,0,0,0
1509,2020-08-07-12-30-21,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-30-21.jpg,2020-08-07 12:30:21,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-30-21.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-30-21.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:30:21,1,0,1,0,4,0,0,0,0,0
1510,2020-08-07-12-31-07,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-31-07.jpg,2020-08-07 12:31:07,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-31-07.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-31-07.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:31:07,1,0,1,0,4,0,0,0,0,0
1511,2020-08-07-12-31-54,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-31-54.jpg,2020-08-07 12:31:54,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-31-54.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-31-54.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:31:54,1,0,1,0,4,0,0,0,0,0
1512,2020-08-07-12-32-40,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-32-40.jpg,2020-08-07 12:32:40,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-32-40.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-32-40.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:32:40,1,0,1,0,4,0,0,0,0,0
1513,2020-08-07-12-33-27,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-33-27.jpg,2020-08-07 12:33:27,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-33-27.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-33-27.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:33:27,1,0,1,0,4,0,0,0,0,0
1514,2020-08-07-12-34-14,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-34-14.jpg,2020-08-07 12:34:14,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-34-14.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-34-14.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:34:14,1,0,1,0,4,0,0,0,0,0
1515,2020-08-07-12-35-00,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-35-00.jpg,2020-08-07 12:35:00,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-35-00.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-35-00.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork']","[0, 0, 0]","[0, 0, 0]","[0, 1, 5]","[1, 1, 0]",2020-08-07 12:35:00,1,0,1,0,5,0,0,0,0,0
1516,2020-08-07-12-35-47,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-35-47.jpg,2020-08-07 12:35:47,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-35-47.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-35-47.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:35:47,1,0,1,0,4,0,0,0,0,0
1517,2020-08-07-12-36-33,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-36-33.jpg,2020-08-07 12:36:33,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-36-33.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-36-33.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:36:33,1,0,1,0,4,0,0,0,0,0
1518,2020-08-07-12-37-20,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-37-20.jpg,2020-08-07 12:37:20,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-37-20.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-37-20.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:37:20,1,0,1,0,4,0,0,0,0,0
1519,2020-08-07-12-38-06,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-38-06.jpg,2020-08-07 12:38:06,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-38-06.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-38-06.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:38:06,1,0,1,0,4,0,0,0,0,0
1520,2020-08-07-12-38-53,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-38-53.jpg,2020-08-07 12:38:53,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-38-53.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-38-53.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:38:53,1,0,1,0,4,0,0,0,0,0
1521,2020-08-07-12-39-39,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-39-39.jpg,2020-08-07 12:39:39,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-39-39.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-39-39.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:39:39,1,0,1,0,4,0,0,0,0,0
1522,2020-08-07-12-40-26,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-40-26.jpg,2020-08-07 12:40:26,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-40-26.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-40-26.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:40:26,1,0,1,0,4,0,0,0,0,0
1523,2020-08-07-12-41-12,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-41-12.jpg,2020-08-07 12:41:12,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-41-12.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-41-12.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:41:12,1,0,1,0,4,0,0,0,0,0
1524,2020-08-07-12-41-59,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-41-59.jpg,2020-08-07 12:41:59,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-41-59.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-41-59.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:41:59,1,0,1,0,4,0,0,0,0,0
1525,2020-08-07-12-42-45,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-42-45.jpg,2020-08-07 12:42:45,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-42-45.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-42-45.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:42:45,1,0,1,0,4,0,0,0,0,0
1526,2020-08-07-12-43-32,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-43-32.jpg,2020-08-07 12:43:32,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-43-32.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-43-32.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:43:32,1,0,1,0,4,0,0,0,0,0
1527,2020-08-07-12-44-18,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-44-18.jpg,2020-08-07 12:44:18,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-44-18.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-44-18.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:44:18,1,0,1,0,4,0,0,0,0,0
1528,2020-08-07-12-45-05,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-45-05.jpg,2020-08-07 12:45:05,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-45-05.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-45-05.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:45:05,1,0,1,0,4,0,0,0,0,0
1529,2020-08-07-12-45-51,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-45-51.jpg,2020-08-07 12:45:51,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-45-51.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-45-51.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Vertical_formwork']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:45:51,1,0,1,0,4,0,0,0,0,0
1530,2020-08-07-12-46-38,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-46-38.jpg,2020-08-07 12:46:38,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-46-38.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-46-38.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:46:38,1,0,1,0,4,0,0,0,0,0
1531,2020-08-07-12-47-25,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-47-25.jpg,2020-08-07 12:47:25,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-47-25.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-47-25.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:47:25,1,0,1,0,4,0,0,0,0,0
1532,2020-08-07-12-48-11,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-48-11.jpg,2020-08-07 12:48:11,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-48-11.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-48-11.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:48:11,1,0,1,0,4,0,0,0,0,0
1533,2020-08-07-12-48-58,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-48-58.jpg,2020-08-07 12:48:58,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-48-58.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-48-58.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:48:58,1,0,1,0,4,0,0,0,0,0
1534,2020-08-07-12-49-44,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-49-44.jpg,2020-08-07 12:49:44,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-49-44.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-49-44.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:49:44,1,0,1,0,4,0,0,0,0,0
1535,2020-08-07-12-50-31,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-50-31.jpg,2020-08-07 12:50:31,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-50-31.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-50-31.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:50:31,1,0,1,0,4,0,0,0,0,0
1536,2020-08-07-12-51-17,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-51-17.jpg,2020-08-07 12:51:17,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-51-17.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-51-17.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:51:17,1,0,1,0,4,0,0,0,0,0
1537,2020-08-07-12-52-04,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-52-04.jpg,2020-08-07 12:52:04,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-52-04.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-52-04.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:52:04,1,0,1,0,4,0,0,0,0,0
1538,2020-08-07-12-52-50,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-52-50.jpg,2020-08-07 12:52:50,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-52-50.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-52-50.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:52:50,1,0,1,0,4,0,0,0,0,0
1539,2020-08-07-12-53-37,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-53-37.jpg,2020-08-07 12:53:37,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-53-37.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-53-37.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose', 'Concrete_pump_hose', 'Rebars']","[0, 0, 0]","[0, 0, 1]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:53:37,1,0,1,0,4,1,0,0,0,0
1540,2020-08-07-12-54-24,Analytic2,Analytics_Train_Set/Analytics_Train_Set_Img/2020-08-07-12-54-24.jpg,2020-08-07 12:54:24,Analytics_Train_Set/Analytics_Train_Set_Json/people/2020-08-07-12-54-24.jpg.json,Analytics_Train_Set/Analytics_Train_Set_Json/poly/2020-08-07-12-54-24.jpg.json,,"['Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Vertical_formwork', 'Concrete_pump_hose', 'Concrete_pump_hose']","[0, 0, 0]","[0, 0, 0]","[0, 1, 4]","[1, 1, 0]",2020-08-07 12:54:24,1,0,1,0,4,0,0,0,0,0
